Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share,Season
Cole Kmet,CHI,TE,17.0,181.1,10.653,454.0,80.639,848.0,73.611,3.0,2.0,0.667,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.136,0.379,3.0,-25.0,66.667,0.333,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,33.333,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.667,3.0,100.0,0.667,0.0,0.0,0.0,0.562,76.0,8.889,93.0,8.478,0.779,10.734,9.789,1.0,25.333,848.0,73.611,90.0,73.0,719.0,6.0,7.989,9.849,81.111,290.0,3.973,36.0,53.0,1.0,5.294,4.294,42.294,8.0,6.0,24.403,0.271,130.0,14.58,454.0,1.584,9.0,10.0,261.0,1.0,73.0,81.111,100.0,9.0,10.0,7.0,77.778,2.0,0.0,0.0,61.111,7.0,49.119,1.327,45.815,1.856,4.626,1.762,37.665,1.433,61.894,1.687,17.778,5.556,32.222,16.667,26.667,41.0,9.031,1.732,207.0,45.595,1.478,4.0,0.881,0.0,107.0,23.568,2.009,95.0,20.925,1.337,557.0,6.189,32.765,1.227,1.291,0.343,14.716,408.0,73.25,149.0,26.75,0.0,5.0,4.0,80.0,5.556,131.0,1.0,15.986,44.0,48.889,7.12,93.0,8.478,2023
Chig Okonkwo,TEN,TE,17.0,113.4,6.671,424.0,75.986,639.0,62.463,2.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.638,0.319,6.0,1.88,50.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,56.0,7.487,79.0,7.884,0.504,7.989,8.281,1.0,28.0,639.0,62.463,77.0,54.0,528.0,1.0,6.857,9.778,70.13,260.0,4.815,25.0,39.0,0.0,4.529,3.176,31.059,4.0,1.0,2.096,0.027,7.0,-6.15,424.0,1.245,6.0,7.792,148.0,0.0,63.0,81.818,85.714,10.0,12.987,5.0,50.0,3.0,7.0,11.111,44.156,7.0,48.349,1.234,50.236,1.291,1.179,0.0,38.443,0.552,61.321,1.685,14.286,10.39,36.364,16.883,22.078,40.0,9.434,0.825,230.0,54.245,0.978,25.0,5.896,2.2,51.0,12.028,2.275,78.0,18.396,1.269,525.0,6.818,30.882,1.238,1.006,0.287,11.463,316.0,60.19,209.0,39.81,34.0,8.0,2.0,25.0,10.39,61.0,0.0,13.799,34.0,44.156,5.872,79.0,7.884,2023
Connor Heyward,PIT,TE,17.0,39.7,2.335,198.0,36.531,358.0,33.998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.583,-0.583,-4.0,-100.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,24.0,2.963,35.0,3.401,0.239,3.235,3.642,1.0,24.0,358.0,33.998,34.0,23.0,167.0,0.0,4.912,7.261,67.647,94.0,4.087,8.0,13.0,0.0,2.0,1.353,9.824,2.0,0.0,-1.041,-0.031,-54.0,-32.13,198.0,0.843,0.0,0.0,0.0,0.0,27.0,79.412,85.185,7.0,20.588,2.0,28.571,1.0,2.0,7.407,44.118,1.0,39.899,0.785,56.566,0.938,2.525,0.0,28.283,0.536,70.707,0.979,20.588,5.882,32.353,17.647,20.588,13.0,6.566,0.0,36.0,18.182,0.5,11.0,5.556,1.636,14.0,7.071,0.857,124.0,62.626,0.96,175.0,5.147,10.294,0.884,0.954,0.126,4.628,102.0,58.286,73.0,41.714,5.0,2.0,0.0,0.0,5.882,0.0,0.0,6.273,11.0,32.353,1.943,35.0,3.401,2023
Gerald Everett,LAC,TE,15.0,111.1,7.407,331.0,49.037,533.0,46.51,3.0,10.0,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.918,-0.306,-1.0,-44.21,33.333,1.667,1.667,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,54.0,6.429,73.0,6.6,0.852,7.105,7.115,1.0,18.0,533.0,46.51,70.0,51.0,411.0,3.0,5.871,8.059,72.857,275.0,5.392,25.0,31.0,0.0,4.667,3.4,27.4,7.0,5.0,6.421,0.092,-95.0,-28.27,331.0,1.242,4.0,5.714,108.0,0.0,58.0,82.857,87.931,10.0,14.286,5.0,50.0,1.0,4.0,6.897,47.143,13.0,54.381,1.25,41.088,1.331,4.23,0.357,45.015,0.946,54.683,1.492,22.857,8.571,32.857,11.429,24.286,47.0,14.199,0.723,107.0,32.326,0.972,9.0,2.719,0.556,53.0,16.012,1.792,115.0,34.743,1.504,282.0,4.029,18.8,0.852,1.457,0.197,5.972,177.0,62.766,105.0,37.234,27.0,3.0,1.0,33.333,4.286,31.0,0.0,10.37,29.0,41.429,4.056,73.0,6.6,2023
Travis Kelce,KC,TE,15.0,222.1,14.807,490.0,73.906,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.0,64.462,121.0,93.0,991.0,5.0,8.19,10.656,76.86,470.0,5.054,51.0,53.0,2.0,8.067,6.2,66.067,7.0,2.0,34.045,0.281,147.0,11.54,490.0,2.022,12.0,9.917,335.0,0.0,105.0,86.777,88.571,17.0,14.05,4.0,23.529,2.0,6.0,5.714,59.504,8.0,47.755,1.991,49.796,2.057,2.041,0.0,39.796,1.328,59.796,2.42,18.182,8.264,43.802,12.397,15.702,112.0,22.857,2.196,237.0,48.367,1.726,5.0,1.02,0.2,27.0,5.51,3.963,109.0,22.245,2.092,808.0,6.678,53.867,1.649,1.226,0.412,19.765,611.0,75.619,197.0,24.381,28.0,8.0,2.0,25.0,6.612,50.0,0.0,18.25,63.0,52.066,8.787,121.0,11.204,2023
T.J. Hockenson,MIN,TE,15.0,221.0,14.733,505.0,74.484,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,68.297,127.0,95.0,960.0,5.0,7.559,10.105,74.803,336.0,3.537,49.0,29.0,1.0,8.467,6.333,64.0,6.0,3.0,31.224,0.246,93.0,4.11,505.0,1.901,13.0,10.236,312.0,1.0,103.0,81.102,92.233,31.0,24.409,15.0,48.387,3.0,2.0,1.942,50.394,4.0,47.129,1.853,50.297,2.004,1.782,1.111,38.218,1.896,60.99,1.929,26.772,9.449,31.496,3.15,28.346,59.0,11.683,1.831,177.0,35.05,2.282,10.0,1.98,0.0,110.0,21.782,2.182,149.0,29.505,1.396,976.0,7.685,65.067,1.933,0.984,0.419,19.777,706.0,72.336,270.0,27.664,20.0,7.0,4.0,57.143,5.512,104.0,1.0,18.732,76.0,59.843,10.689,127.0,11.858,2023
Evan Engram,JAX,TE,17.0,234.3,13.782,589.0,89.107,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,75.237,143.0,114.0,963.0,4.0,6.734,8.447,79.72,516.0,4.526,48.0,34.0,0.0,8.412,6.706,56.647,6.0,3.0,16.514,0.115,6.0,-6.88,589.0,1.635,9.0,6.294,218.0,1.0,124.0,86.713,91.935,14.0,9.79,8.0,57.143,4.0,8.0,6.452,53.846,13.0,52.292,1.955,43.973,1.286,2.886,1.471,42.105,1.698,57.046,1.604,11.189,13.986,46.853,5.594,22.378,106.0,17.997,1.245,322.0,54.669,1.953,8.0,1.358,1.625,21.0,3.565,0.524,132.0,22.411,1.348,716.0,5.007,42.118,1.216,1.345,0.425,14.314,523.0,73.045,193.0,26.955,36.0,8.0,3.0,37.5,5.594,70.0,0.0,21.634,94.0,65.734,13.314,143.0,12.837,2023
David Njoku,CLV,TE,16.0,205.2,12.825,548.0,81.913,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.0,75.164,123.0,81.0,882.0,6.0,7.171,10.889,65.854,599.0,7.395,38.0,43.0,2.0,7.688,5.063,55.125,11.0,3.0,11.817,0.096,-31.0,-11.86,548.0,1.609,12.0,9.756,376.0,3.0,91.0,73.984,89.011,15.0,12.195,8.0,53.333,7.0,6.0,6.593,40.65,14.0,50.365,1.627,46.898,1.545,2.372,2.769,35.949,1.538,63.686,1.659,19.512,13.008,40.65,13.008,10.569,52.0,9.489,1.115,192.0,35.036,1.432,1.0,0.182,0.0,153.0,27.92,1.954,150.0,27.372,1.667,566.0,4.602,35.375,1.033,1.558,0.351,10.706,314.0,55.477,252.0,44.523,21.0,6.0,2.0,33.333,4.878,55.0,2.0,18.386,69.0,56.098,9.885,123.0,10.362,2023
Trey McBride,ARZ,TE,17.0,181.5,10.676,396.0,66.332,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.0,67.03,106.0,81.0,825.0,3.0,7.783,10.185,76.415,420.0,5.185,43.0,38.0,2.0,6.235,4.765,48.529,6.0,2.0,10.675,0.101,38.0,-1.38,396.0,2.083,9.0,8.491,243.0,0.0,86.0,81.132,94.186,24.0,22.642,14.0,58.333,4.0,2.0,2.326,51.887,11.0,52.525,2.115,43.939,2.149,3.535,0.786,32.323,1.758,67.677,2.239,24.528,5.66,32.075,11.321,26.415,27.0,6.818,2.407,201.0,50.758,1.662,8.0,2.02,1.625,81.0,20.455,3.741,79.0,19.949,1.392,633.0,5.972,37.235,1.598,1.303,0.372,15.118,421.0,66.509,212.0,33.491,8.0,6.0,3.0,50.0,5.66,98.0,0.0,17.755,55.0,51.887,8.73,106.0,9.925,2023
Jake Ferguson,DAL,TE,17.0,177.1,10.418,534.0,81.651,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,74.326,102.0,71.0,761.0,5.0,7.461,10.718,69.608,425.0,5.986,40.0,40.0,0.0,6.0,4.176,44.765,10.0,4.0,10.704,0.105,59.0,2.44,534.0,1.425,8.0,7.843,219.0,0.0,81.0,79.412,87.654,22.0,21.569,7.0,31.818,4.0,4.0,4.938,54.902,13.0,49.438,1.091,44.757,1.757,5.618,1.767,51.685,1.254,48.127,1.615,30.392,8.824,37.255,5.882,17.647,58.0,10.861,1.345,220.0,41.199,1.877,8.0,1.498,1.0,180.0,33.708,0.961,68.0,12.734,1.309,520.0,5.098,30.588,0.974,1.463,0.31,10.833,400.0,76.923,120.0,23.077,14.0,6.0,2.0,33.333,5.882,59.0,0.0,15.596,59.0,57.843,8.664,102.0,9.091,2023
Dalton Schultz,HST,TE,15.0,152.5,10.167,450.0,70.423,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,63.053,88.0,59.0,635.0,5.0,7.216,10.763,67.045,259.0,4.39,35.0,31.0,1.0,5.867,3.933,42.333,9.0,4.0,21.325,0.242,55.0,2.42,450.0,1.411,7.0,7.955,175.0,1.0,65.0,73.864,90.769,13.0,14.773,4.0,30.769,2.0,1.0,1.538,50.0,8.0,59.111,1.282,38.889,1.674,1.778,0.125,40.889,1.152,58.889,1.596,25.0,13.636,31.818,1.136,26.136,53.0,11.778,1.943,137.0,30.444,1.255,16.0,3.556,1.438,71.0,15.778,2.155,173.0,38.444,1.064,669.0,7.602,44.6,1.487,0.949,0.297,12.923,429.0,64.126,240.0,35.874,5.0,4.0,2.0,50.0,4.545,56.0,0.0,13.772,53.0,60.227,7.994,88.0,8.126,2023
Harrison Bryant,CLV,TE,17.0,39.9,2.347,161.0,24.066,380.0,31.25,5.0,8.0,1.6,0.0,1.0,1.0,4.0,0.0,0.0,0.0,6.769,1.354,26.0,31.91,80.0,0.8,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.333,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,0.0,0.0,3.0,60.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.965,18.0,2.062,25.0,2.106,1.114,2.214,2.218,1.25,4.5,380.0,31.25,20.0,13.0,81.0,3.0,4.05,6.231,65.0,35.0,2.692,5.0,23.0,0.0,1.176,0.765,4.765,3.0,2.0,-10.537,-0.527,-26.0,-23.67,161.0,0.503,1.0,5.0,23.0,0.0,15.0,75.0,86.667,1.0,5.0,1.0,100.0,0.0,1.0,6.667,45.0,1.0,60.248,0.67,36.025,0.19,3.106,1.0,43.478,0.514,55.901,0.5,20.0,0.0,55.0,15.0,10.0,10.0,6.211,0.0,36.0,22.36,0.167,25.0,15.528,0.44,23.0,14.286,1.0,67.0,41.615,0.612,81.0,4.05,4.765,0.503,1.0,0.056,1.532,55.0,67.901,26.0,32.099,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,11.0,55.0,1.576,25.0,2.106,2023
Darren Waller,NYG,TE,12.0,113.2,9.433,331.0,54.892,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,47.822,74.0,52.0,552.0,1.0,7.459,10.615,70.27,211.0,4.058,25.0,29.0,0.0,6.167,4.333,46.0,2.0,1.0,24.818,0.335,36.0,0.85,331.0,1.668,8.0,10.811,187.0,0.0,57.0,77.027,91.228,14.0,18.919,4.0,28.571,3.0,2.0,3.509,54.054,2.0,52.568,1.73,45.921,1.651,1.511,0.0,38.973,1.713,61.027,1.639,24.324,14.865,33.784,1.351,25.676,72.0,21.752,3.042,163.0,49.245,1.479,5.0,1.511,0.0,52.0,15.71,0.365,39.0,11.782,1.872,592.0,8.0,49.333,1.789,0.932,0.293,15.587,394.0,66.554,198.0,33.446,13.0,7.0,3.0,42.857,9.459,70.0,0.0,12.272,58.0,78.378,8.644,74.0,7.001,2023
Dalton Kincaid,BUF,TE,17.0,152.3,8.959,422.0,69.983,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,58.469,91.0,73.0,673.0,2.0,7.396,9.219,80.22,315.0,4.315,29.0,51.0,0.0,5.353,4.294,39.588,4.0,1.0,11.429,0.126,22.0,-3.17,422.0,1.595,5.0,5.495,150.0,2.0,78.0,85.714,93.59,7.0,7.692,3.0,42.857,2.0,2.0,2.564,57.143,8.0,52.844,1.52,41.943,1.565,5.213,2.591,46.919,1.237,53.081,1.911,10.989,8.791,56.044,9.89,14.286,78.0,18.483,1.538,255.0,60.427,1.471,4.0,0.948,1.75,42.0,9.953,2.19,43.0,10.19,1.837,542.0,5.956,31.882,1.284,1.242,0.302,10.812,401.0,73.985,141.0,26.015,6.0,7.0,3.0,42.857,7.692,99.0,1.0,15.091,54.0,59.341,8.295,91.0,8.161,2023
Hunter Henry,NE,TE,14.0,119.9,8.564,383.0,63.306,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0,61.612,61.0,42.0,419.0,6.0,6.869,9.976,68.852,78.0,1.857,29.0,24.0,0.0,4.357,3.0,29.929,6.0,5.0,14.92,0.245,95.0,15.88,383.0,1.094,2.0,3.279,45.0,1.0,47.0,77.049,89.362,19.0,31.148,10.0,52.632,5.0,4.0,8.511,62.295,1.0,58.486,1.219,39.948,0.954,1.305,0.0,55.875,1.093,43.864,1.101,32.787,16.393,18.033,1.639,29.508,29.0,7.572,0.621,188.0,49.086,1.112,2.0,0.522,0.0,69.0,18.016,1.696,95.0,24.804,0.789,535.0,8.77,38.214,1.397,0.783,0.243,13.1,384.0,71.776,151.0,28.224,34.0,4.0,1.0,25.0,6.557,24.0,1.0,10.083,43.0,70.492,6.858,61.0,5.98,2023
Juwan Johnson,NO,TE,13.0,97.8,7.523,331.0,51.638,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,46.69,59.0,37.0,368.0,4.0,6.237,9.946,62.712,145.0,3.919,23.0,32.0,0.0,4.538,2.846,28.308,4.0,3.0,-2.299,-0.039,10.0,-5.59,331.0,1.112,7.0,11.864,165.0,1.0,44.0,74.576,84.091,11.0,18.644,7.0,63.636,0.0,4.0,9.091,49.153,1.0,50.453,0.898,46.526,1.396,2.719,0.333,41.994,1.094,57.704,1.131,23.729,13.559,25.424,8.475,25.424,47.0,14.199,0.894,182.0,54.985,1.236,2.0,0.604,2.5,15.0,4.532,0.0,85.0,25.68,1.129,437.0,7.407,33.615,1.32,0.842,0.199,8.724,264.0,60.412,173.0,39.588,18.0,4.0,2.0,50.0,6.78,55.0,1.0,9.204,37.0,62.712,5.666,59.0,5.263,2023
Zach Ertz,ARZ,TE,7.0,51.7,7.386,180.0,30.151,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,24.886,43.0,27.0,187.0,1.0,4.349,6.926,62.791,46.0,1.704,8.0,17.0,0.0,6.143,3.857,26.714,2.0,1.0,-11.96,-0.278,-73.0,-34.51,180.0,1.039,0.0,0.0,0.0,0.0,33.0,76.744,81.818,11.0,25.581,4.0,36.364,0.0,4.0,12.121,41.86,0.0,45.556,1.0,51.111,1.087,3.333,0.833,36.111,0.938,63.889,1.096,30.233,11.628,30.233,9.302,18.605,23.0,12.778,1.13,102.0,56.667,0.941,0.0,0.0,0.0,35.0,19.444,0.914,20.0,11.111,1.65,332.0,7.721,47.429,1.844,0.563,0.164,7.929,219.0,65.964,113.0,34.036,39.0,3.0,0.0,0.0,6.977,0.0,0.0,7.203,27.0,62.791,4.286,43.0,4.026,2023
Tyler Higbee,LA,TE,15.0,108.5,7.233,475.0,76.985,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,73.812,70.0,47.0,495.0,2.0,7.071,10.532,67.143,246.0,5.234,26.0,33.0,0.0,4.667,3.133,33.0,2.0,1.0,10.138,0.145,-4.0,-7.8,475.0,1.042,6.0,8.571,148.0,0.0,57.0,81.429,82.456,10.0,14.286,7.0,70.0,1.0,5.0,8.772,50.0,0.0,54.526,1.062,41.474,1.025,3.579,1.059,45.684,0.889,53.895,1.18,17.143,14.286,32.857,10.0,22.857,60.0,12.632,0.383,133.0,28.0,0.962,3.0,0.632,0.0,117.0,24.632,1.419,162.0,34.105,1.099,406.0,5.8,27.067,0.855,1.219,0.233,8.992,316.0,77.833,90.0,22.167,37.0,2.0,0.0,0.0,2.857,0.0,0.0,11.345,39.0,55.714,6.113,70.0,6.399,2023
Luke Musgrave,GB,TE,11.0,75.2,6.836,285.0,46.645,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,41.914,46.0,34.0,352.0,1.0,7.652,10.353,73.913,169.0,4.971,14.0,37.0,0.0,4.182,3.091,32.0,1.0,0.0,13.779,0.3,10.0,-4.66,285.0,1.235,5.0,10.87,146.0,1.0,39.0,84.783,87.179,6.0,13.043,2.0,33.333,1.0,2.0,5.128,50.0,1.0,51.93,1.135,44.912,1.438,2.456,0.0,39.649,0.832,59.649,1.518,13.043,8.696,41.304,15.217,21.739,22.0,7.719,0.182,105.0,36.842,1.352,1.0,0.351,0.0,58.0,20.351,1.69,99.0,34.737,1.091,344.0,7.478,31.273,1.207,1.023,0.162,6.971,220.0,63.953,124.0,36.047,15.0,6.0,4.0,66.667,13.043,126.0,0.0,7.529,26.0,56.522,4.094,46.0,4.373,2023
Cade Otton,TB,TE,17.0,116.2,6.835,586.0,96.382,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.0,91.458,67.0,47.0,452.0,4.0,6.746,9.617,70.149,220.0,4.681,22.0,27.0,0.0,3.941,2.765,26.588,7.0,3.0,4.245,0.063,28.0,-1.42,586.0,0.771,6.0,8.955,139.0,0.0,52.0,77.612,90.385,11.0,16.418,6.0,54.545,2.0,5.0,9.615,52.239,5.0,45.734,0.601,51.536,0.921,1.536,0.0,33.618,0.371,65.188,0.958,29.851,7.463,22.388,13.433,26.866,96.0,16.382,0.354,255.0,43.515,0.863,8.0,1.365,0.0,100.0,17.065,0.81,127.0,21.672,0.921,452.0,6.746,26.588,0.771,1.0,0.231,9.316,259.0,57.301,193.0,42.699,27.0,4.0,0.0,0.0,5.97,0.0,0.0,11.02,33.0,49.254,5.172,67.0,6.399,2023
Tanner Hudson,CIN,TE,12.0,80.2,6.683,222.0,33.383,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,24.304,50.0,39.0,352.0,1.0,7.04,9.026,78.0,148.0,3.795,22.0,26.0,0.0,4.167,3.25,29.333,0.0,0.0,8.25,0.165,31.0,1.74,222.0,1.586,3.0,6.0,71.0,0.0,43.0,86.0,90.698,9.0,18.0,6.0,66.667,1.0,0.0,0.0,60.0,3.0,39.64,1.205,56.757,1.952,3.604,0.0,34.234,0.618,65.766,2.089,18.0,12.0,46.0,4.0,20.0,52.0,23.423,1.038,104.0,46.847,1.933,3.0,1.351,1.0,8.0,3.604,2.375,55.0,24.775,1.364,269.0,5.38,22.417,1.212,1.309,0.161,6.947,222.0,82.528,47.0,17.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.519,31.0,62.0,4.46,50.0,4.771,2023
Pat Freiermuth,PIT,TE,12.0,74.8,6.233,284.0,52.399,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,43.02,47.0,32.0,308.0,2.0,6.553,9.625,68.085,145.0,4.531,17.0,29.0,1.0,3.917,2.667,25.667,5.0,2.0,-3.535,-0.075,7.0,-6.25,284.0,1.085,3.0,6.383,78.0,0.0,34.0,72.34,94.118,10.0,21.277,3.0,30.0,2.0,0.0,0.0,53.191,3.0,52.817,0.707,44.014,1.616,2.817,0.0,44.718,0.843,54.93,1.288,27.66,6.383,46.809,4.255,12.766,21.0,7.394,0.0,134.0,47.183,1.06,1.0,0.352,0.0,24.0,8.451,1.542,104.0,36.62,1.24,311.0,6.617,25.917,1.095,0.99,0.188,8.225,183.0,58.842,128.0,41.158,0.0,1.0,0.0,0.0,2.128,0.0,0.0,8.672,32.0,68.085,5.654,47.0,4.568,2023
