Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share,Season
Cordarrelle Patterson,ATL,RB,13.0,36.9,2.838,80.0,14.035,170.0,15.111,50.0,181.0,3.62,0.0,1.0,0.0,9.0,10.0,2.0,0.0,-1.282,-0.026,-22.0,-19.89,34.0,1.1,2.52,15.0,30.0,2.56,5.0,10.0,65.0,0.0,4.0,2.577,1.18,1.3,2.63,24.0,50.0,20.0,40.0,3.3,18.0,36.0,3.111,3.0,6.0,6.667,4.0,8.0,4.0,3.0,6.0,4.333,26.0,52.0,2.577,0.0,0.0,0.0,0.0,0.0,0.0,9.579,59.0,6.949,62.0,5.678,11.038,7.421,5.973,4.545,5.364,170.0,15.111,12.0,9.0,38.0,1.0,3.167,4.222,75.0,37.0,4.111,2.0,11.0,0.0,0.923,0.692,2.923,0.0,0.0,-0.544,-0.045,2.0,-12.69,80.0,0.475,0.0,0.0,0.0,0.0,10.0,83.333,90.0,2.0,16.667,1.0,50.0,0.0,1.0,10.0,50.0,1.0,42.5,-0.029,50.0,0.925,6.25,0.0,31.25,0.0,67.5,0.667,16.667,8.333,50.0,8.333,16.667,35.0,43.75,0.943,14.0,17.5,0.0,29.0,36.25,0.103,0.0,0.0,0.0,2.0,2.5,1.0,10.0,0.833,0.769,0.125,3.8,0.033,0.23,-4.0,-40.0,14.0,140.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.105,2.0,16.667,0.332,62.0,5.678,2023
Matt Breida,NYG,RB,17.0,46.9,2.759,166.0,27.529,263.0,23.378,55.0,151.0,2.745,1.0,0.0,0.0,7.0,8.0,0.0,0.0,-6.143,-0.112,-49.0,-30.91,34.545,1.055,1.691,3.0,5.455,1.691,0.0,0.0,0.0,0.0,0.0,3.294,1.345,0.0,1.971,18.182,50.0,18.0,32.727,3.333,7.0,12.727,1.429,8.0,14.545,1.25,16.0,29.091,3.375,2.0,3.636,4.0,17.0,30.909,3.294,0.0,0.0,0.0,0.0,0.0,0.0,12.115,72.0,9.091,76.0,7.19,16.176,10.619,8.059,3.929,5.143,263.0,23.378,21.0,17.0,88.0,0.0,4.19,5.176,80.952,89.0,5.235,2.0,22.0,0.0,1.235,1.0,5.176,0.0,0.0,-1.401,-0.067,-42.0,-52.45,166.0,0.53,2.0,9.524,44.0,0.0,18.0,85.714,94.444,0.0,0.0,0.0,0.0,0.0,1.0,5.556,19.048,1.0,53.012,0.682,46.386,0.364,0.602,0.0,35.542,0.0,64.458,0.822,0.0,4.762,52.381,28.571,14.286,11.0,6.627,0.0,4.0,2.41,1.0,133.0,80.12,0.451,0.0,0.0,0.0,18.0,10.843,1.333,1.0,0.048,0.059,0.006,88.0,0.052,0.026,2.0,200.0,-1.0,-100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.483,4.0,19.048,0.596,76.0,7.19,2023
Dalvin Cook,NYJ,RB,15.0,44.2,2.947,117.0,17.594,194.0,17.897,67.0,214.0,3.194,0.0,2.0,2.0,10.0,8.0,1.0,0.0,-9.531,-0.142,-60.0,-31.47,25.373,1.299,1.896,11.0,16.418,1.881,4.0,5.97,44.0,0.0,2.985,2.667,1.448,0.657,2.523,19.403,33.33,18.0,26.866,4.667,15.0,22.388,2.0,6.0,8.955,3.167,22.0,32.836,2.545,2.0,2.985,3.5,42.0,62.687,2.667,0.0,0.0,0.0,0.0,0.0,0.0,17.268,82.0,11.022,87.0,8.262,19.881,11.022,8.262,4.786,5.857,194.0,17.897,20.0,15.0,78.0,0.0,3.9,5.2,75.0,106.0,7.067,3.0,15.0,0.0,1.333,1.0,5.2,0.0,0.0,-3.597,-0.18,-42.0,-50.0,117.0,0.667,0.0,0.0,0.0,0.0,15.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,48.718,0.246,47.009,1.164,2.564,0.0,48.718,0.667,49.573,0.69,10.0,5.0,65.0,10.0,10.0,6.0,5.128,0.0,5.0,4.274,0.0,101.0,86.325,0.693,0.0,0.0,0.0,5.0,4.274,1.6,-23.0,-1.15,-1.533,-0.197,-3.391,0.041,-0.574,-28.0,121.739,5.0,-21.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008,3.0,15.0,0.431,87.0,8.262,2023
Patrick Taylor,GB,RB,11.0,30.0,2.727,165.0,27.005,213.0,19.796,32.0,141.0,4.406,0.0,0.0,0.0,7.0,8.0,1.0,0.0,-3.316,-0.104,12.0,-0.39,40.625,1.656,2.75,6.0,18.75,2.938,4.0,12.5,58.0,0.0,6.25,4.208,1.406,1.813,2.98,6.25,66.67,9.0,28.125,5.667,10.0,31.25,3.0,4.0,12.5,2.75,7.0,21.875,4.0,0.0,0.0,0.0,24.0,75.0,4.208,0.0,0.0,0.0,0.0,0.0,0.0,7.256,43.0,5.276,49.0,4.658,8.247,5.621,4.89,3.2,4.3,213.0,19.796,17.0,11.0,49.0,0.0,2.882,4.455,64.706,59.0,5.364,4.0,16.0,0.0,1.545,1.0,4.455,0.0,0.0,-3.845,-0.226,-24.0,-37.53,165.0,0.297,0.0,0.0,0.0,0.0,11.0,64.706,100.0,0.0,0.0,0.0,0.0,0.0,1.0,9.091,29.412,2.0,46.061,0.263,44.242,0.178,7.879,0.0,43.03,0.225,55.152,0.187,11.765,5.882,17.647,29.412,23.529,15.0,9.091,0.0,8.0,4.848,0.0,134.0,81.212,0.366,0.0,0.0,0.0,8.0,4.848,0.0,-8.0,-0.471,-0.727,-0.048,-6.125,0.041,-0.162,-12.0,150.0,4.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.782,2.0,11.765,0.315,49.0,4.658,2023
D'Ernest Johnson,JAX,RB,15.0,34.8,2.32,127.0,19.213,184.0,15.876,41.0,108.0,2.634,0.0,0.0,0.0,5.0,5.0,0.0,0.0,-2.98,-0.073,-32.0,-27.72,19.512,0.707,1.927,4.0,9.756,1.927,1.0,2.439,19.0,0.0,0.0,0.556,0.732,0.463,1.818,21.951,100.0,11.0,26.829,2.909,9.0,21.951,5.556,5.0,12.195,2.6,12.0,29.268,0.75,1.0,2.439,-4.0,9.0,21.951,0.556,0.0,0.0,0.0,0.0,0.0,0.0,9.051,51.0,5.896,53.0,4.758,11.022,6.415,5.077,2.733,3.4,184.0,15.876,12.0,10.0,140.0,0.0,11.667,14.0,83.333,136.0,13.6,6.0,42.0,0.0,0.857,0.714,10.0,0.0,0.0,3.008,0.251,65.0,92.42,127.0,1.102,2.0,16.667,76.0,0.0,10.0,83.333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.333,3.0,59.843,0.961,35.433,1.489,3.937,0.0,43.307,0.164,55.906,1.845,8.333,0.0,41.667,25.0,25.0,14.0,11.024,0.643,5.0,3.937,0.0,108.0,85.039,1.213,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.833,0.714,0.079,14.0,0.029,0.2,4.0,40.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.815,0.0,0.0,0.0,53.0,4.758,2023
Tank Bigsby,JAX,RB,13.0,26.8,2.062,49.0,7.413,111.0,9.577,50.0,132.0,2.64,2.0,1.0,1.0,12.0,9.0,3.0,2.0,-7.604,-0.152,-35.0,-24.2,34.0,0.62,2.02,12.0,24.0,2.14,1.0,2.0,12.0,0.0,2.0,1.222,1.26,0.24,2.356,22.0,90.0,14.0,28.0,3.071,2.0,4.0,4.5,5.0,10.0,-0.2,24.0,48.0,3.125,1.0,2.0,2.0,27.0,54.0,1.222,0.0,0.0,0.0,0.0,0.0,0.0,11.038,51.0,5.896,54.0,4.847,13.441,6.415,5.172,3.846,3.923,111.0,9.577,4.0,1.0,6.0,0.0,1.5,6.0,25.0,5.0,5.0,0.0,6.0,0.0,0.4,0.1,0.6,0.0,0.0,-13.109,-3.277,-20.0,-97.95,49.0,0.122,0.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,25.0,1.0,59.184,0.0,40.816,0.3,0.0,0.0,38.776,0.0,61.224,0.2,0.0,0.0,50.0,25.0,25.0,4.0,8.163,0.0,0.0,0.0,0.0,45.0,91.837,0.133,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.5,0.6,0.122,1.0,0.01,0.12,6.0,100.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,0.0,0.0,0.0,54.0,4.847,2023
Trayveon Williams,CIN,RB,16.0,14.9,0.931,110.0,16.541,132.0,12.245,15.0,69.0,4.6,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.408,0.094,2.0,-7.47,33.333,2.467,2.133,3.0,20.0,2.467,2.0,13.333,25.0,0.0,6.667,2.8,1.6,1.667,2.625,13.333,100.0,5.0,33.333,5.2,2.0,13.333,1.0,1.0,6.667,1.0,4.0,26.667,3.25,0.0,0.0,0.0,5.0,33.333,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.916,22.0,2.74,24.0,2.29,4.615,2.957,2.427,1.5,2.2,132.0,12.245,9.0,7.0,10.0,0.0,1.111,1.429,77.778,35.0,5.0,0.0,5.0,0.0,0.563,0.438,0.625,0.0,0.0,-4.725,-0.525,-27.0,-72.37,110.0,0.091,0.0,0.0,0.0,0.0,7.0,77.778,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,41.818,-0.022,55.455,0.18,1.818,0.0,40.0,0.068,59.091,0.108,11.111,0.0,44.444,33.333,11.111,5.0,4.545,0.0,4.0,3.636,0.5,88.0,80.0,0.114,0.0,0.0,0.0,13.0,11.818,-0.154,-28.0,-3.111,-1.75,-0.255,-0.357,0.015,-0.723,-25.0,89.286,-3.0,10.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.353,0.0,0.0,0.0,24.0,2.29,2023
Sam LaPorta,DET,TE,17.0,235.3,13.841,545.0,85.557,930.0,81.294,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.25,100.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,87.0,9.581,121.0,10.642,0.215,9.932,10.95,1.0,87.0,930.0,81.294,120.0,86.0,889.0,10.0,7.408,10.337,71.667,358.0,4.163,48.0,48.0,1.0,7.059,5.059,52.294,8.0,4.0,29.988,0.25,125.0,9.22,545.0,1.631,8.0,6.667,267.0,2.0,94.0,78.333,91.489,22.0,18.333,14.0,63.636,3.0,5.0,5.319,57.5,7.0,52.477,1.874,43.67,1.441,2.936,0.625,43.486,1.941,55.596,1.416,21.667,10.0,39.167,9.167,19.167,151.0,27.706,1.47,139.0,25.505,2.165,11.0,2.018,-0.182,75.0,13.761,1.48,169.0,31.009,1.521,851.0,7.092,50.059,1.561,1.045,0.428,20.807,595.0,69.918,256.0,30.082,30.0,6.0,3.0,50.0,5.0,118.0,1.0,18.838,69.0,57.5,10.714,121.0,10.642,2023
George Kittle,SF,TE,16.0,203.2,12.7,469.0,89.333,853.0,81.705,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.428,0.428,10.0,125.45,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,66.0,7.904,91.0,8.887,0.228,8.516,9.44,1.0,66.0,853.0,81.705,90.0,65.0,1020.0,6.0,11.333,15.692,72.222,483.0,7.431,42.0,66.0,3.0,5.625,4.063,63.75,5.0,3.0,35.409,0.393,263.0,38.61,469.0,2.175,18.0,20.0,583.0,3.0,73.0,81.111,89.041,17.0,18.889,4.0,23.529,1.0,4.0,5.479,63.333,12.0,58.209,2.333,37.74,2.062,3.838,1.0,40.085,2.527,59.701,1.946,22.222,17.778,35.556,5.556,17.778,33.0,7.036,2.303,109.0,23.241,3.183,12.0,2.559,0.083,164.0,34.968,2.055,151.0,32.196,1.715,852.0,9.467,53.25,1.817,1.197,0.406,21.311,615.0,72.183,237.0,27.817,32.0,11.0,5.0,45.455,12.222,181.0,1.0,17.143,54.0,60.0,9.908,91.0,8.887,2023
Kyle Pitts,ATL,TE,17.0,137.3,8.076,446.0,78.246,700.0,62.222,1.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.888,-1.888,-10.0,-159.33,0.0,-5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,54.0,6.36,91.0,8.333,0.221,6.932,8.904,1.0,54.0,700.0,62.222,90.0,53.0,667.0,3.0,7.411,12.585,58.889,134.0,2.528,35.0,39.0,0.0,5.294,3.118,39.235,4.0,2.0,18.22,0.202,54.0,3.34,446.0,1.496,7.0,7.778,204.0,2.0,57.0,63.333,92.982,22.0,24.444,14.0,63.636,5.0,1.0,1.754,53.333,1.0,45.291,1.718,51.345,1.397,2.915,0.0,29.372,1.435,70.179,1.53,35.556,17.778,24.444,2.222,20.0,122.0,27.354,1.074,263.0,58.969,1.798,1.0,0.224,0.0,27.0,6.054,0.296,33.0,7.399,1.667,1029.0,11.433,60.529,2.307,0.648,0.403,23.704,576.0,55.977,453.0,44.023,12.0,11.0,4.0,36.364,12.222,114.0,2.0,15.789,74.0,82.222,12.272,91.0,8.333,2023
Dallas Goedert,PHI,TE,14.0,136.3,9.736,430.0,71.429,782.0,67.298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-97.0,0.0,-1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.196,60.0,6.826,84.0,7.554,0.29,8.403,8.87,1.0,60.0,782.0,67.298,83.0,59.0,592.0,3.0,7.133,10.034,71.084,319.0,5.407,34.0,49.0,1.0,5.929,4.214,42.286,4.0,2.0,18.38,0.221,77.0,6.37,430.0,1.377,6.0,7.229,165.0,0.0,64.0,77.108,92.188,10.0,12.048,5.0,50.0,1.0,1.0,1.563,57.831,7.0,40.93,1.205,54.186,1.558,4.651,0.85,40.233,1.59,59.535,1.238,20.482,13.253,36.145,8.434,21.687,50.0,11.628,1.32,214.0,49.767,1.266,2.0,0.465,2.5,75.0,17.442,1.64,89.0,20.698,1.427,449.0,5.41,32.071,1.044,1.318,0.272,9.242,290.0,64.588,159.0,35.412,4.0,3.0,1.0,33.333,3.614,49.0,0.0,13.787,44.0,53.012,6.748,84.0,7.554,2023
Mark Andrews,BLT,TE,10.0,135.4,13.54,249.0,46.542,450.0,39.164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.18,-1.18,-6.0,-88.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.185,46.0,5.293,62.0,5.762,0.265,6.516,6.791,1.0,46.0,450.0,39.164,61.0,45.0,544.0,6.0,8.918,12.089,73.77,217.0,4.822,27.0,38.0,0.0,6.1,4.5,54.4,6.0,3.0,39.626,0.65,119.0,22.1,249.0,2.185,8.0,13.115,214.0,0.0,48.0,78.689,93.75,7.0,11.475,2.0,28.571,4.0,2.0,4.167,63.934,8.0,63.855,1.623,30.12,3.56,5.622,1.357,52.209,1.777,47.39,2.653,18.033,11.475,45.902,6.557,18.033,19.0,7.631,3.526,143.0,57.43,1.881,1.0,0.402,0.0,35.0,14.056,4.429,51.0,20.482,1.039,444.0,7.279,44.4,1.783,1.225,0.247,10.882,342.0,77.027,102.0,22.973,7.0,2.0,1.0,50.0,3.279,38.0,0.0,11.402,39.0,63.934,6.414,62.0,5.762,2023
Logan Thomas,WAS,TE,16.0,128.8,8.05,507.0,72.325,693.0,63.346,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.293,0.293,7.0,70.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,56.0,7.311,79.0,7.453,0.325,7.843,7.837,1.0,56.0,693.0,63.346,78.0,55.0,496.0,4.0,6.359,9.018,70.513,229.0,4.164,23.0,29.0,0.0,4.875,3.438,31.0,8.0,4.0,18.188,0.233,4.0,-5.89,507.0,0.978,3.0,3.846,80.0,0.0,61.0,78.205,90.164,15.0,19.231,8.0,53.333,2.0,2.0,3.279,55.128,2.0,48.915,0.637,48.718,1.368,2.17,0.0,44.97,0.662,54.832,1.241,25.641,10.256,21.795,12.821,25.641,128.0,25.247,0.93,274.0,54.043,0.967,1.0,0.197,0.0,18.0,3.55,2.556,86.0,16.963,0.767,476.0,6.103,29.75,0.939,1.042,0.237,10.002,335.0,70.378,141.0,29.622,14.0,4.0,1.0,25.0,5.128,27.0,0.0,11.127,44.0,56.41,5.986,79.0,7.453,2023
Jonnu Smith,ATL,TE,17.0,126.2,7.424,392.0,68.772,618.0,54.933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.466,-0.466,-12.0,-102.73,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,51.0,6.007,71.0,6.502,0.221,6.547,6.947,1.0,51.0,618.0,54.933,70.0,50.0,582.0,3.0,8.314,11.64,71.429,357.0,7.14,27.0,60.0,1.0,4.118,2.941,34.235,4.0,2.0,11.942,0.171,54.0,4.02,392.0,1.485,4.0,5.714,171.0,1.0,55.0,78.571,90.909,10.0,14.286,6.0,60.0,3.0,3.0,5.455,50.0,11.0,40.816,1.431,55.867,1.534,2.806,1.545,27.551,0.574,71.939,1.844,22.857,4.286,51.429,8.571,11.429,53.0,13.52,2.83,201.0,51.276,1.174,22.0,5.612,2.045,28.0,7.143,2.143,88.0,22.449,1.034,458.0,6.543,26.941,1.168,1.271,0.258,10.551,262.0,57.205,196.0,42.795,20.0,5.0,1.0,20.0,7.143,56.0,0.0,12.281,38.0,54.286,6.302,71.0,6.502,2023
Tyler Conklin,NYJ,TE,17.0,123.1,7.241,482.0,72.481,732.0,67.528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-113.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,62.0,8.333,88.0,8.357,0.297,8.947,8.782,1.0,62.0,732.0,67.528,87.0,61.0,621.0,0.0,7.138,10.18,70.115,246.0,4.033,27.0,37.0,0.0,5.118,3.588,36.529,3.0,0.0,12.453,0.143,-33.0,-13.64,482.0,1.288,7.0,8.046,186.0,0.0,65.0,74.713,93.846,17.0,19.54,7.0,41.176,3.0,0.0,0.0,45.977,4.0,48.963,1.195,48.548,1.385,1.66,1.875,49.585,1.285,49.585,1.314,28.736,9.195,34.483,11.494,14.943,45.0,9.336,1.778,258.0,53.527,1.337,3.0,0.622,0.0,59.0,12.241,2.186,117.0,24.274,0.573,595.0,6.839,35.0,1.234,1.044,0.3,14.849,394.0,66.218,201.0,33.782,0.0,7.0,4.0,57.143,8.046,105.0,0.0,13.083,49.0,56.322,7.04,88.0,8.357,2023
Kylen Granson,IND,TE,15.0,73.0,4.867,297.0,48.293,460.0,40.998,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,71.77,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,31.0,3.717,51.0,4.662,0.238,4.0,4.928,1.0,31.0,460.0,40.998,50.0,30.0,368.0,1.0,7.36,12.267,60.0,128.0,4.267,19.0,46.0,0.0,3.333,2.0,24.533,1.0,0.0,-0.227,-0.005,7.0,-5.87,297.0,1.239,5.0,10.0,160.0,0.0,33.0,66.0,90.909,11.0,22.0,4.0,36.364,2.0,2.0,6.061,48.0,0.0,48.148,1.308,45.118,1.261,6.397,0.632,43.434,1.395,56.229,1.126,24.0,6.0,32.0,18.0,20.0,31.0,10.438,0.806,119.0,40.067,0.941,2.0,0.673,0.0,91.0,30.64,0.791,54.0,18.182,2.944,402.0,8.04,26.8,1.354,0.915,0.188,9.454,246.0,61.194,156.0,38.806,4.0,7.0,4.0,57.143,14.0,139.0,0.0,8.13,26.0,52.0,4.044,51.0,4.662,2023
Noah Gray,KC,TE,17.0,69.9,4.112,314.0,47.36,543.0,47.884,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.899,-2.899,-4.0,-93.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.24,29.0,3.461,42.0,3.889,0.299,3.836,4.208,1.0,29.0,543.0,47.884,41.0,28.0,298.0,2.0,7.268,10.643,68.293,133.0,4.75,15.0,34.0,0.0,2.412,1.647,17.529,2.0,1.0,7.961,0.194,12.0,-2.4,314.0,0.949,4.0,9.756,115.0,1.0,31.0,75.61,90.323,7.0,17.073,3.0,42.857,0.0,1.0,3.226,51.22,5.0,47.771,1.127,50.637,0.811,1.592,0.0,33.758,1.057,66.242,0.894,19.512,7.317,31.707,9.756,29.268,56.0,17.834,0.393,111.0,35.35,0.919,4.0,1.274,0.0,45.0,14.331,1.822,98.0,31.21,0.939,270.0,6.585,15.882,0.86,1.104,0.139,6.605,199.0,73.704,71.0,26.296,7.0,4.0,2.0,50.0,9.756,57.0,0.0,6.184,18.0,43.902,2.51,42.0,3.889,2023
