position,bucket,n,mean_residual_pct,median_residual_pct,mean_residual_points,mean_actual_fp,mean_expected_fp,weather_mean,weather_variable
RB,moderate,38,0.22195125322133538,0.15664640674638997,3.8769271808196866,26.00263157894737,22.12570439812768,0.2413157894736842,snow_cm_h_avg
RB,heavy,10,-0.04194826789611505,0.03579872529727626,-1.62772421573588,19.94,21.56772421573588,0.7350000000000001,snow_cm_h_avg
RB,extreme,2,-0.14691262363937752,-0.14691262363937752,-3.1077358671135586,22.25,25.35773586711356,1.68,snow_cm_h_avg
TE,none/trace,3534,0.07315768166852206,-0.08164904879769029,0.014897257879586043,12.401380871533673,12.386483613654086,7.92303338992643e-05,snow_cm_h_avg
TE,light,31,-0.12103485016731633,-0.21374862684674195,-2.3702983380346705,9.9,12.27029833803467,0.05193548387096775,snow_cm_h_avg
TE,moderate,38,0.29143458449869175,-0.07018816407276388,1.681869561903264,13.847368421052632,12.165498859149368,0.2413157894736842,snow_cm_h_avg
TE,heavy,9,-0.1672917310632131,-0.19892664303485624,-2.368069856704331,10.7,13.068069856704332,0.7544444444444446,snow_cm_h_avg
TE,extreme,2,-0.7404314540471711,-0.7404314540471711,-8.802177884919882,3.05,11.852177884919882,1.68,snow_cm_h_avg
WR,none/trace,3546,0.022585813774136286,-0.03019090229181501,-0.10030926751621254,32.813660462492955,32.913969730009164,7.896221094190638e-05,snow_cm_h_avg
WR,light,32,-0.22801897656252224,-0.3244125255433926,-8.925520656391493,25.196875,34.1223956563915,0.05140625000000001,snow_cm_h_avg
WR,moderate,38,-0.12355308691466241,-0.17838289902404758,-4.390711432282986,27.525263157894738,31.915974590177722,0.2413157894736842,snow_cm_h_avg
WR,heavy,10,0.014411044239346305,-0.05618711706529214,1.906478392719014,30.32,28.413521607280984,0.7350000000000001,snow_cm_h_avg
WR,extreme,2,-0.6024370092441296,-0.6024370092441296,-14.392722660479148,9.55,23.94272266047915,1.68,snow_cm_h_avg
